Name,Gold_Medals,Silver_Medals,Bronze_Medals
Nia Nicole Abdallah,0,1,0
Omari Abdallah,0,0,0
Ould Lamine Abdallah,0,0,0
Younis Abdallah Rabee,0,0,0
Raida Abdallah Bader,0,0,0
Maha Abdalsalam Gouda,0,0,0
Mahmoud Abdel Aziz,0,0,0
Mohamed Abdel Ellah,0,0,0
Mohamed Abdel Fatah,0,0,0
Ali Mohamed Badawi Abdel Fattah Badawi,0,0,0
Abdelgani Hassan Abdel Fattah,0,0,0
Mahmoud Atter Abdel Fattah,0,0,0
Mohamed Abdel Fattah,0,0,0
Sayed Abdel Gadir,0,0,0
Ibrahim Saad Abdel Galil,0,0,0
Heba Abdel Gawad,0,0,0
Sara Abdel Gawad,0,0,0
Gamal Amin Abdel Ghani,0,0,0
Abdel Sattar Abdel Hadj,0,0,0
Ragy Abdel Hady,0,0,0
Osman Abdel Hafeez,0,0,0
Mohamed Abdel Hafiz,0,0,0
Moustafa Ali Abdel Halim,0,0,0
Mohamed Abdel Hamed,0,0,0
Hwad Ibrahim Abdel Hamid Lumomba,0,0,0
Ibrahim Abdel Hamid,0,0,0
Tamer Mohamed Abdel Hamid,0,0,0
Ahmed El-Sayed Abdel Hamid Mobarak,0,0,0
Dorri Abdel Kader Said,0,0,0
Moustafa Mounib Abdel Kader,0,0,0
Mohamed Ali Abdel Kerim,0,0,0
Mohamed Abdel Khaled,0,0,0
Abdel Latif Abdel Latif,0,0,0
Walid Abdel Maksoud,0,0,0
Amir Abdel Meguid,0,0,0
Mohamed Abdel Mohamed,0,0,0
Karim Abdel Mohsen,0,0,0
Awad Abdel Nabi Awad,0,0,0
Ahmed Abdel Naeim,0,0,0
Moustafa Abdel Naser,0,0,0
Ali Abdel Radi,0,0,0
Amin Abdel Rahman,0,0,0
Mohamed Fathallah Abdel Rahman,0,0,0
Fathi Ali Abdel Rahman,0,0,0
Ibrahim Abdel Rahman,0,0,0
Khaled Abdel Rahman,0,0,0
Sameh Abdel Rahman,0,0,0
Yasser Abdel Rahman Sakr,0,0,0
Samy Abdel Razek,0,0,0
Mohamed Youssef Abdel Razik,0,0,0
Ibrahim Ahmed Abdel Rehim,0,0,0
Kamal Abdel Rehim,0,0,0
Reskalla Mohamed Abdel Rehim,0,0,0
Ahmed Ali Abdel Samad,0,0,0
Ali Abdel Sami,0,0,0
Mohamed Abdel Sami,0,0,0
Sameh Abdel Waress Muhammad,0,0,0
Mohamed Said Abdel Wehab,0,0,0
Mahmoud Abdel-Aal,0,0,0
Mohamed Abdel-El,0,0,0
Shaimaa Abdel-Latif-Hashad,0,0,0
Sanad Bushara Abdel-Nadif,0,0,0
Ahmed Abdelaal,0,0,0
Mahmoud Abdelaal,0,0,0
Mohamed Ali Abdelaal,0,0,0
Moustafa Abdelal,0,0,0
Mahmod Abdelaly,0,0,0
Ibrahim Ramadan Ibrahim Abdelbaki,0,0,0
Aziza Abdelfattah,0,0,0
Abdalla Abdelgadir El-Sheikh,0,0,0
Magdi Abdelghani Sayed Ahmed,0,0,0
Ragab Abdelhay Saad Abdelrazek Abdallah,0,0,0
Ben Ahmed Abdelkrim,0,0,0
Mohamed Abdellah,0,0,0
Ayoub Abdellaoui,0,0,0
Leila Abdelmoez,0,0,0
Sayed Abdelmonem Sayed Hamed,0,0,0
Ahmed Abdelrahman,0,0,0
Ihab Abdelrahman El-Sayed Abdelrahman,0,0,0
Raouf Abdelraouf,0,0,0
Abouelfetoh Abdelrazek,0,0,0
Mamdouh Abdelrehim,0,0,0
El-Hachemi Abdenouz,0,0,0
Rda Abdenouz,0,0,0
Mouni Abderrahim,0,0,0
Saeid Morad Abdevali,0,0,1
Bashir Abdi,0,0,0
Youcef Abdi,0,0,0
Jamal Abdi Hassan Abdullah,0,0,0
Talal Omar Abdillahi,0,0,0
Mahmoud Ahmed Abdin,0,0,0
"Abdihakim ""Abdi"" Abdirahman",0,0,0
Ali Abdo,0,0,0
Hamza Abdo,0,0,0
Reema Abdo,0,0,1
Ahmed Abdo Mustafa,0,0,0
Nasrollah Abdollahi,0,0,0
Yhyacinthe Mewoli Abdon,0,0,0
Hassane Abdou,0,0,0
Justin Abdou,0,0,0
Moustafa Ahmed Ismail Abdou Ali Arfah,0,0,0
Raouf Abdou,0,0,0
Mohamed Abdou El-Souad,0,0,0
Brahim Daoud Abdoulaye,0,0,0
Fawziya Abdoulkarim,0,0,0
Alaa El-Din Abdoun,0,0,0
Ibrahim Abdrabbou,0,0,0
Berik Abdrakhmanov,0,0,0
Maizurah Abdul Rahim,0,0,0
Mehdi Fahim Abdul Al-Sada,0,0,0
Bashir Abdullah Abdul Aziz,0,0,0
Chairil Anwar Abdul Aziz,0,0,0
Shaimaa Abdul Aziz,0,0,0
Mohamed Abdul Hadj,0,0,0
Jefri Kiko Bolkiah Abdul Hakeem,0,0,0
Mohamed Abdul Hamid,0,0,0
S. Abdul Hamid,0,0,0
Hadi Abdul Jabbar,0,0,0
Mohamed Abed Abdul Jawad,0,0,0
Anouar Abdul Kader,0,0,0
Talal Hassoun Abdul Kader,0,0,0
Abdul Aziz Hassan Al-Hadba Abdul Karim Abdul Kareem,0,0,0
Taha Abdul Karim,0,0,0
Masoud Abdul Khamis Al-Rahman,0,0,0
Abdul Haji Abdul Latheef,0,0,0
Fatima Abdul Majeed Hameed Al-Kirashi,0,0,0
Majed Ahmed Abdul Mohamed,0,0,0
Firouz Abdul Mohammadian,0,0,0
Hussam Abdul Rahman,0,0,0
Mohamed Ghulom Abdul Rahman,0,0,0
Suleman Abdul Rahman,0,0,0
Zambrose Abdul Rahman,0,0,0
Muhammad Abdul Rashid,0,1,0
Dana Abdul Razak (Hussain-),0,0,0
A. Abdul Razzak,0,0,0
Mohamed Abdul Razzak,0,0,0
Muhammad Abdul Razzaq,0,0,0
Hazim Abdul Ridha,0,0,0
Rauf Abdul Seoud,0,0,0
Samir Ahmed Abdul Shakour,0,0,0
Nabil Abdul Tahlak,0,0,0
Fahmi Ahmed Abdul Wahab Al-Tahri,0,0,0
Mohamed Abdul Wahab Al-Salah,0,0,0
Qazi Abdul Waheed,0,0,0
Patmawati Abdul Wahid,0,0,0
Haidar Abdul-Amir Hassan,0,0,0
Haidar Abdul-Razzaq Hassan,0,0,0
"Lawal Kolawole ""Kola"" Abdulai",0,0,0
"Rukayatu ""Ruky"" Abdulai",0,0,0
Mona Ahmad Abdulaziz Hassanein,0,0,0
Roosevelt M. Abdulgafur,0,0,0
Ahmed Abdulkareem Ahmed,0,0,0
Gamal Ahmed Abdulla,0,0,0
Mohamed Sayed Abdulla,0,0,0
Ahmad Hassan Abdullah,0,0,0
Ahmed Ghanim Abdullah,0,0,0
Aquil Hashim Abdullah (Shumate-),0,0,0
Atallah Abdullah,0,0,0
Magdy Ahmed Abdullah,0,0,0
Mohamed Abdullah,0,0,0
Mohamed Samy Abdullah,0,0,0
Osama Abdullah,0,0,0
Tewfik Abdullah,0,0,0
Wan Azlan Abdullah,0,0,0
Zarinah Abdullah,0,0,0
Abdel Wahab Abdullah Salih,0,0,0
Abubakar Sadiq Abdullahi,0,0,0
Abdulqdir Abdullayev,0,0,0
Arif Yadulla Abdullayev,0,0,0
Muminzhon Abdullayev,0,0,0
Laye Abdullayeva,0,0,0
lqar Abdulov,0,0,0
Abdullah Abdulrahman Zeyab,0,0,0
Abir Abdulrahman Khalil Mahmoud Khalil,0,0,0
Amer Abdulrahman Abdallah Hussain Al-Hammadi,0,0,0
Omar Abdulrahman Ahmad Al-Raaqi Al-Amoudi,0,0,0
Shaza Yahia Nazih Abdulrahman El-Sayed,0,0,0
Najim Abdulrazak Al-Enazy,0,0,0
Zeyad Abdulrazak Al-Khudhur Al-Enazy,0,0,0
Waheed Abdulridha Waheed Karaawi,0,0,0
Mohamed Abdultwab Ibrahim Abd El-Baki,0,0,0
Sherzod Abdurahmonov,0,0,0
Rasul Abduraim,0,0,0
Bekzod Makhamadzhonovich Abdurakhmonov,0,0,0
Mukhamadmurod Abdurakhmonov,0,0,0
Adlan Aliyevich Abdurashidov,0,0,0
Yusup Abdusalomov,0,1,0
Fawzi Abdussalam,0,0,0
Dzhamolidin Mirgarifanovich Abduzhaparov,0,0,0
Aybek Abdymomunov,0,0,0
Isao Ko Abe,0,0,0
Kazumi Abe,0,0,0
Kazuo Abe,0,0,0
Kinya Abe,0,0,0
Kiyoshi Abe,0,0,0
Naoki Abe,0,0,0
Osamu Abe,0,0,0
Shigeaki Abe,0,0,0
Shinnosuke Abe,0,0,0
"Sanshiro ""Sonny"" Abe",0,0,0
Tadashi Abe,0,0,0
Tadatoshi Abe,0,0,0
Wakako Abe,0,0,0
Yoshiyuki Abe,0,0,0
Yuki Abe,0,0,0
Angelik Abebame,0,0,0
Addis Abebe,0,0,1
Biruk Abebe,0,0,0
Benaissa Abed,0,0,0
Soha Abed Elaal,0,0,0
Mojtaba Abedini Shormasti,0,0,0
Thophile Abega Mbida,0,0,0
"Max ""Xam"" Abegglen",0,1,0
Alexandre Abeid,0,0,0
Sonia Abejn Esteban,0,0,0
Abel Carlos da Silva Braga,0,0,0
Adolf Gaston Abel,0,0,0
Brooke Abel,0,0,0
Clarence John Abel,0,1,0
Gnther Abel,0,0,0
Irene Abel,0,1,0
Jennifer Abel,0,0,1
Katja Abel,0,0,0
Mara Abel Diguez,0,0,0
Roger Abel,0,0,0
Egil Sten Abel,0,1,0
Yaritza Abel Rojas,0,0,0
Arthur Abele,0,0,0
Ruth Abeles,0,0,0
Jos Javier Abella Fanjul,0,0,0
Ramn Neptuno Abella Caside,0,0,0
Ral Daniel Abella,0,0,0
Alfonso Abelln Lpez,0,0,0
Juan Luis Abelln Pallahi,0,0,0
Edwige Marie Abna Fouda,0,0,0
Tesfaye Abera Dibaba,0,0,0
Hugo Ral Aberastegui,0,0,0
Arvid berg,0,0,0
Bjrn Olof Conny berg,0,0,0
Nils Georg berg,0,1,1
Sara Helena berg,0,0,0
Karl Konrad berg,0,0,0
Majken berg,0,0,0
"Olof Viktor ""Olle"" berg",0,0,0
Mohamed Aberhoune,0,0,0
"Julianne ""Anne"" Abernathy",0,0,0
Moira Abernethy (-Ford),0,0,1
Salim Abes,0,0,0
Edme Abetel (-Barr),0,0,0
Pasqualino Abeti,0,0,0
Elvan Abeylegesse,0,1,0
Ruwani Abeymanne,0,0,0
Matthew Duncan Abeysinghe,0,0,0
Narek Abgaryan,0,0,0
Koutoua Francis Abia,0,0,0
Pablo Abin Vicen,0,0,0
David Abibssira,0,0,0
Silke Abicht,0,0,0
Haithem Abid,0,0,0
Younis Abid Sadkhan,0,0,0
Jaiye Abidoye,0,0,0
Sagat Abikeyeva,0,0,0
Mitsuhiro Abiko,0,0,0
Tomomi Abiko,0,0,0
"Catherine ""Kate"" Abilla Awino",0,0,0
Camille Anne Franoise Abily,0,0,0
Endurance Abinuwa,0,0,0
Bode Abiodun,0,0,0
Firmin Abissi,0,0,0
Sarah Abitbol,0,0,0
Inga Eduardovna Abitova,0,0,0
Ceyhun Abiyev,0,0,0
Diana Monteiro Abla,0,0,0
Enver Nazymovych Ablaiev,0,0,0
Leslie Ablett,0,0,0
Denis Mikhaylovich Ablyazin,0,3,2
Karin Abma,0,0,0
Thorine Christelle Aboa Mbeza,0,0,0
Felix Ahmed Aboagye,0,0,0
Bukola Dammy Abogunloko,0,0,0
Viktor Andreyevich Aboimov,0,1,1
Mohamed Aboker,0,0,0
Ilze bola,0,0,0
Agnese boltia,0,0,0
Abdul Razzak Aboobakur,0,0,0
"Matthew ""Matt"" Abood",0,0,1
Piroska Abos Gvorgyzakab,0,0,0
Jean-Pierre Abossolo-Ze,0,0,0
Abdelhalim Muhammad Abou,0,0,0
Tarek Abou Al Dahab,0,0,0
Bachir Hani Abou Assi,0,0,0
Ashraf Abou El-Hassan,0,0,0
Galal El-Din Abdel Meguid Abou El-Kheir,0,0,0
Magdy Abou El-Magd,0,0,0
Essameldin Abou El-Nein,0,0,0
Abdel Khlik Abou El-Yazi,0,0,0
Mohamed Moustafa Abou Elea,0,0,0
Mahmoud Abou Elelaa,0,0,0
Mohammed Tawfiq Abou Habaga,0,0,0
Zaid Abou Hamed,0,0,0
Youssef Kamel Mohamed Abou Ouf,0,0,0
Gaber Mooti Abou Zeid,0,0,0
Taher Abou Zeid Sayid Amer,0,0,0
Ahmed Farid Abou-Shadi,0,0,0
Abdel Fattah Abou-Shanab,0,0,0
Sadoon Mohamed Aboub,0,0,0
Zakaria Aboub,0,0,0
Inni Aboubacar,0,0,0
Ibrahim Mohamedin Aboubaker,0,0,0
Ahmed Ghmin Aboud,0,0,0
Fathi Khalifa Aboud,0,0,0
Kamel Aboud,0,0,0
Marwan Suhail Aboud,0,0,0
Rabah Aboud,0,0,0
Mamdouh Taha Al-Husseini Abouebaid,0,0,0
Alaaeldin Ahmad El-Sayyid Abouelkassem,0,1,0
Haysam Farouk Abouelw,0,0,0
Waguih Rauf Aboul Seoud,0,0,0
El-Sayed Aboumedan,0,0,0
Dany Abounaoum,0,0,0
Sdonoud Janvier Abouta,0,0,0
Mohamed Mohamed Mohamed Aboutrika,0,0,0
Ahmad Shah Abouwi,0,0,0
Adeola Aboyade-Cole,0,0,0
Cheryl Abplanalp,0,0,0
"Alexander ""Alex"" Abraham (Steglitz)",0,0,0
Andrei Abraham,0,0,0
Bernhard Abraham,0,0,0
Gary Abraham,0,0,1
Melita Isidora Abraham Schssler,0,0,0
Tadesse Abraham,0,0,0
Shiny Kurisingal Abraham-Wilson,0,0,0
Mariola Teresa Abrahamczyk (-Fronckowiak),0,0,0
Ara Abrahamian,0,1,0
Stphan Abrahamian Gonzalez,0,0,0
Clyde Abrahams,0,0,0
Glen Abrahams Martnez,0,0,0
Guy A. Abrahams,0,0,0
Sidney Solomon Abrahams,0,0,0
Knut Leo Abrahamsen,0,0,0
Trond Sevg Abrahamsen,0,0,0
"Donald Robert Abrahamson, Jr.",0,0,0
Richard Neal Abrahamson,0,0,0
Kurt Christer Abrahamsson (-Abris),0,0,0
Erik Adolf Efraim Abrahamsson,0,0,1
Karl Gran Abrahamsson,0,0,0
Karl Gustaf Emanuel Abrahamsson,0,1,0
Ulf Thommy Abrahamsson,0,0,0
"Fletcher Abram, Jr.",0,0,0
Iason Abramashvili,0,0,0
Yelena Vasilyevna Abramchuk (Kopets-),0,0,0
Oleksandr Volodymyrovych Abramenko,0,0,0
Yevgeny Sergeyevich Abramenko,0,0,0
Lahcen Abrami,0,0,0
Ek'aterina Abramia,0,0,0
Jernej Abrami,0,0,0
Levan Abramishvili,0,0,0
Andrey Vasilyevich Abramov,0,0,0
Andrey Viktorovich Abramov,0,0,0
Nikolay Kuzmich Abramov,0,0,0
Pavel Sergeyevich Abramov,0,0,1
Sergey Mikhaylovich Abramov,0,0,0
Valery Aleksandrovich Abramov,0,0,0
Inna Vladimirovna Abramova,0,0,0
Nelli Mikhaylovna Abramova,0,1,0
Yekaterina Konstantinovna Abramova,0,0,1
Alen Abramovi,0,0,0
Dmitry Vladimirovich Abramovich,0,0,0
Aliyah Abrams,0,0,0
Colin Winston Abrams,0,0,0
John Charles Abrams,0,0,0
Benik Abramyan,0,0,0
Antnio da Cunha Meneses Martins Abrantes,0,0,0
Arnaldo Lus Isaas Abrantes,0,0,0
Arnaldo Joaquim Castro Abrantes,0,0,0
David Abrard,0,0,0
Tsvetelina Abrasheva,0,0,0
Amir Abrashi,0,0,0
Thomas Abratis,0,0,0
Pawe Abratkiewicz,0,0,0
Diogo Ferreira Tribolet de Abreu,0,0,0
Eloy Abreu Morales,0,0,0
Glauclio Serro Abreu,0,0,0
Jos Filipe Abreu,0,0,0
Emilio Julio Abreu,0,0,0
Morais Santos Abreu,0,0,0
Paulo Francisco Joazeiro de Abreu,0,0,0
Pedro Abreu Pascal,0,0,0
Rubn Abreu Rivero,0,0,0
Rui Pinto de Abreu,0,0,0
Franck Abrial,0,0,0
rika Abril Surez,0,0,0
Laura Valentina Abril Restrepo,0,0,0
"Alejandro ""lex"" Abrines Redondo",0,0,1
Knut Richard brink,0,0,0
Bourhan Abro,0,0,0
Anastasiya Aleksandrovna Abrosimova,0,0,0
Svetlana Olegovna Abrosimova,0,0,1
Elisabeta Abrudeanu,0,0,0
Ayele Abshero Biza,0,0,0
Brian Kenneth Abshire,0,0,0
Tobias Abstreiter,0,0,0
Gudrun Maria Abt,0,0,0
"Aleksandr Viktorovich ""Sasha"" Abt",0,0,0
Najmeh Abtin,0,0,0
Mohamed Abu Abdullah,0,0,0
Abdul Wahab Abu Al-Hail Labid,0,0,0
Mohamed Ahmed Abu Ali,0,0,0
Methkal Marouf Abu Drais,0,0,0
Lailin Abu Hassan,0,0,0
Majed Abu Maraheel,0,0,0
Maher Abu Rmilah,0,0,0
Mohamed Ahmed Abu Sobea,0,0,0
Omar Abu-Fares,0,0,0
Bektas Abubakirov,0,0,0
Nagmeldin Ali Abubakr,0,0,0
Sanna Abubkheet,0,0,0
Abudoureheman,0,0,0
Juma Abudu,0,0,0
"Folashade ""Shade"" Abugan",0,0,0
Fernando J. Abugattas Aboino,0,0,0
Roberto Abugattas Aboino,0,0,0
Hamza Abughalia,0,0,0
Fartun Abukar Omar,0,0,0
Ginko Abukawa-Chiba,0,0,1
Mohammed Abukhousa,0,0,0
Mohammad Abulibdeh,0,0,0
Kariman Abuljadayel,0,0,0
Jos Manuel Abundis Sandoval,0,0,0
Abdullah Abuqrais,0,0,0
Shigeru Aburaya,0,0,0
Cristobal Alejandro Aburto Tinoco,0,0,0
Aleksandr Veniaminovich Abushakhmetov,0,0,1
Kanat Kalizhanovich Abutalipov,0,0,0
Anas Sameer N. H. Abuyousuf,0,0,0
Ali Abuzamia,0,0,0
Irina Alekseyevna Abysova,0,0,0
Srr Acar,0,0,0
E. Doan Acarbay,0,0,0
Alain Acart,0,0,0
Andreea Roxana Acatrinei,0,0,1
Jacques Accambray,0,0,0
Anna Accensi Abella,0,0,0
Ezio Acchini,0,0,0
Mario Acchini,0,0,0
Martina Accola,0,0,0
Paul Accola,0,0,1
Alfredo Accorsi,0,0,0
Enrique Accorsi Teuthorn,0,0,0
Eusebio Acea Colarte,0,0,0
Raidel Acea Morales,0,0,0
Domingo Gmez-Acedo Villanueva,0,1,0
Carmen Acedo Jorge,0,0,0
Jos Aceituno,0,0,0
Ervin S. Acel,0,0,0
Marco Acerbi,0,0,0
Claudia Acerenza Marez,0,0,0
Elmer ngel Acevedo,0,0,0
Anibl Santiago Acevedo,0,0,1
Eyne Acevedo Tabares,0,0,0
Fabio Acevedo,0,0,0
Fernando Acevedo Portugues,0,0,0
Javier Carlos Acevedo,0,0,0
Jos Eduardo Acevedo Herrera,0,0,0
Nicole Jocelin Acevedo Tangarife,0,0,0
Sharon Evelin Acevedo Tangarife,0,0,0
Daniel Aceves Villagrn,0,1,0
Roberto Aceves Villagrn,0,0,0
David Laurence Acfield,0,0,0
Mohamed Ali Acha-Cheloi,0,0,0
Jaouad Achab,0,0,0
Mustapha Achab,0,0,0
Karem Faride Achach Ramrez,0,0,0
Emilio Achacoso,0,0,0
Loreto Achaerandio Snchez-Marn,0,0,0
Sharath Kamal Achanta,0,0,0
Kieron Robert Achara,0,0,0
Gilbert Achard-Picard,0,0,0
Aziz Acharki,0,0,0
"Benjamin ""Ben"" Acheampong",0,0,0
Gemma Acheampong,0,0,0
Joachim Yaw Acheampong,0,0,1
Alfred Achermann,0,1,0
Ghassan Achi,0,0,0
Wilson Achia,0,0,0
Abdel Hak Achik,0,0,1
Mohamed Abdelhak Achik,0,0,1
"Onochie Lawrence ""Larry"" Achike",0,0,0
Gaston Achille,0,0,0
Georges Achille-Fould,0,0,0
"Jacob Hendrik ""Jack"" Achilles",0,0,0
Ioan Valeriu Achiriloaie,0,0,0
Rita Nikolayevna Achkina,0,0,1
Janet Achola,0,0,0
Julius Achon,0,0,0
Natalie Chioma Achonwa,0,0,0
Ahmed Mohamed Achouche,0,0,0
Dallal Merwa Achour,0,0,0
Khaled Achour,0,0,0
Haykel Al-Achouri,0,0,0
Said Achtar,0,0,0
Roger Achten,0,0,0
Chantal Achterberg,0,1,1
Assumpta Achuo-Bei,0,0,0
"James Dudley ""Jim"" Achurch",0,0,0
Gabriel Achy Assi,0,0,0
Oliver M. Acii,0,0,0
Ricardo Augusto Amaral Acioly,0,0,0
Charles Acke,0,0,0
"Nathaniel Leedom ""Nate"" Ackerman",0,0,0
Georg Ackermann,0,0,0
Ronny Ackermann,0,3,0
"Marianne ""Marjan"" Ackermans-Thomas",0,0,0
Dsir Antoine Acket,0,0,0
Guido Acklin,0,1,0
Urban Acman,0,0,0
Alberto Enrique Acosta Palma,0,0,0
Asuncin Acosta Galano,0,0,0
Bryan Josu Acosta Ramos,0,0,0
Carlos Acosta,0,0,0
Hctor H. Acosta,0,0,0
Jos Eugenio Acosta,0,0,0
Juan Acosta Umazabal,0,0,0
Julio Csar Acosta Gonzlez,0,0,0
Leopoldo Acosta,0,0,0
Luis Angel Acosta,0,0,0
Luz Mercedes Acosta Valdez,0,0,0
Marcelo Alberto Acosta Jimnez,0,0,0
Mara Jos Acosta Acosta,0,0,0
Mariano Acosta,0,0,0
Osmay Acosta Duarte,0,0,1
Pedro Javier Acosta Snchez,0,0,0
Roslandy del Valle Acosta Alvarado,0,0,0
Tanya Acosta,0,0,0
Martn Ral Acosta y Lara Daz,0,0,1
George Wilson Acquaah,0,0,0
Robert Acquafresca,0,0,0
Edward Acquah,0,0,0
Oliver Acquah,0,0,0
"Samuel ""Sam"" Acquah",0,0,0
Ilona cs (-Zimmermann),0,0,0
Otto Mnsted Acthon,0,0,0
"Benjamin Maxwell ""Ben"" Acton",0,0,0
Brigitte Acton (-Smith),0,0,0
"Amelia Lynn ""Amy"" Acuff (-Harvey)",0,0,0
Crox Ernesto Acua Rodrguez,0,0,0
Jorge Acua,0,0,0
"ngel ""Mudo"" Acua Lizana",0,0,0
Ricardo Acua,0,0,0
Roberto Acua,0,0,0
Arslanbek Aylow,0,0,0
Jzsef Aczl (-Eisenhoffer),0,0,0
Kazimierz Piotr Adach,0,0,1
Goro Adachi,0,0,0
Kiyoshi Adachi,0,0,0
Mariko Adachi,0,0,0
Miho Adachi,0,0,0
Seiya Adachi,0,0,0
Takumi Adachi,0,0,0
Yumi Adachi,0,0,0
Yurie Adachi,0,0,0
Craig Robert Adair,0,0,0
Ali Enver Adakan,0,0,0
Adalberto Pereira da Silva,0,0,0
Adam,0,0,0
Ahmed Adam,0,0,0
Constantin Adam,0,0,0
Gal Adam,0,0,0
Herman Adam Negrete,0,0,0
Idrissa Adam,0,0,0
Jean-Paul Adam,0,0,0
Ji Adam,0,1,0
"Johannes ""Johann"" Adam",0,0,0
Joseph Adam,0,0,0
Leonie Adam,0,0,0
Marcus Adam,0,0,0
Marianne Adam,0,0,0
Moustafa Adam,0,0,0
"Nicolas Dominique ""Nic"" Adam",0,0,0
Otto Adam,0,0,1
Paul Adam,0,0,0
Sndor dm,0,0,0
Shuaib Adam,0,0,0
Tony Adam,0,0,0
Ahmed Adam Salah,0,0,0
Samba Adama,0,0,0
Stefan Adamczak,0,0,0
Matthias Adamczewski,0,0,0
Dariusz Adamczuk,0,1,0
Adam Eucharyst Adamczyk,0,0,0
Edward Adamczyk,0,0,0
Lubo Adamec,0,0,0
Petr Adamec,0,0,0
Mara Teresa Adames,0,0,0
Luigi Adami,0,0,0
Jina Adamikov-Pelcov,0,0,0
Panagiotis Adamidis,0,0,0
Janusz Andrzej Adamiec,0,0,0
Tomasz Adamiec,0,0,0
"Sabine Heidrun Adamik (Picken-, -Bothe)",0,0,0
Zoltn Adamik,0,0,0
Pirouz Adamiyat,0,0,0
Nafissatou Moussa Adamou,0,0,0
Georgi Mirchev Adamov,0,0,0
Tatyana Pavlovna Adamovich,0,0,0
Tadeusz Ralf Adamowski,0,0,0
Anne Wilma Adams (-King),0,0,0
Antoine Xavier Adams,0,0,0
April Jane Adams,0,0,0
"Bartlett S. ""Bart"" Adams",0,0,0
"Benjamin Willard ""Ben"" Adams",0,1,1
"Robert ""Bob"" Adams",0,0,0
Brian Adams,0,0,0
Bridget Shirley Adams (-Bengough),0,0,0
Natalie Cammile Adams (-Brannan),0,0,0
David Dixie Adams,0,0,0
Edgar Holmes Adams,0,1,0
Edward Adams,0,0,0
"Francis ""Frank"" Adams",0,0,0
"Frederick Thomas ""Fred"" Adams",0,0,0
"Gerard ""Gerry"" Adams",0,0,0
John E. Adams,0,0,0
"Judith C. ""Judi"" Adams",0,0,0
Keith Adams,0,0,0
Lennox Adams,0,0,0
Liam Adams,0,0,0
Luke Kendall Adams,0,0,0
Lynda Riley Adams (-Hunt),0,0,0
Lyukman Rasakovich Adams,0,0,0
Mareike Adams,0,0,0
Maureen Adams,0,0,0
"Morgan Orlando Adams, Jr.",0,0,0
Adrian Neil Adams,0,2,0
Nelson Luis Adams,0,0,0
Odalys Adams Castillo,0,0,0
Paul Adams,0,0,0
"Phillip Maxwell ""Phil"" Adams",0,0,0
Rachael Alexis Adams,0,0,1
Ralph Andrew Adams,0,0,0
Robert P. Adams,0,0,0
"Victoria ""Vicki"" Adams",0,0,1
Walter Adams,0,0,0
Wayman Elbridge Adams,0,0,0
William T. Adams,0,0,0
"William Edward ""Willie"" Adams",0,0,0
"Birgitta Ann-Agnes ""Bride"" Adams-Ray",0,0,0
Morten Gundro Adamsen,0,0,0
Antoni Adamski,0,0,0
Jerzy Adamski,0,1,0
Tadeusz Adamski,0,0,0
Per Anders Adamson,0,0,0
Derrick Adamson,0,0,0
"James Nicholas ""Nick"" Adamson",0,0,0
Per Owe Adamson,0,0,0
Gsta Napoleon Adamsson,0,0,0
Charles Adamu,0,0,0
Mamudu Adamu,0,0,0
Dariusz Adamus,0,0,0
Jos Carlos Adn Arias,0,0,0
Nenita Adan,0,0,0
Aboukar Hassan Adani,0,0,0
Yasemin Adar,0,0,0
Juan Bautista Adarraga Elizarn,0,0,0
Orhan Ada,0,0,0
"Christopher Thomas ""Chris"" Adcock",0,0,0
"Frances ""Fran"" Adcock",0,0,0
"  Gabrielle Marie ""Gabby"" Adcock (White-)",0,0,0
"William Arthur ""Bill"" Adcocks",0,0,0
Berkane Lakhdar Adda,0,0,0
Elie Adda,0,0,0
Mehdi Addadi,0,0,0
"Edith Addams de Habbelinck (-Lutjens, -Taylor, -Bel Geddes)",0,0,0
Jenny Marie Beatrice Addams,0,0,0
Jean Renaud Adde,0,0,0
Yannick Adde,0,0,0
Hamida Addche,0,0,0
Corran Descy Addison,0,0,0
Roy Addison,0,0,0
"Joseph ""Joe"" Addo",0,0,0
Simon Addo,0,0,1
Charles Addo-Odametey,0,0,0
Eugene Addor,0,0,1
"Robert Charles ""Bob"" Addy",0,0,0
Ebenezer Charles O. Addy,0,0,0
James Aryee Addy,0,0,0
Jangy McKinley Addy,0,0,0
Mercy Addy,0,0,0
Winifred Addy,0,0,0
William Harold Ade,0,0,0
Peter Adeberg,0,0,0
Ulrike Adeberg (-Spielmann),0,0,0
James Adede,0,0,0
Adegboyega Folaranmi Adedoyin,0,0,0
Olubayo Adefemi,0,1,0
Lawrence Adegbeingbe,0,0,0
"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",0,0,0
Adewale Adegbusi,0,0,0
Oluwakemi 'Kemi' Adekoya,0,0,0
Amos Ojo Adekunle,0,0,0
Odunayo Folasade Adekuoroye,0,0,0
Carolyn Adel,0,0,0
Gun Margareta del (-Nilsson),0,0,0
Alberto Adela,0,0,0
Peter Adelaar,0,0,0
Irfan Adelbi,0,0,0
"Ayodele ""Dele"" Adeleye",0,1,0
Andr Adelheim,0,0,0
"Hugh Jean ""Danny"" Adeline",0,0,0
Antoine Adelisse,0,0,0
Beatrice Adelizzi,0,0,0
